PeakID (cmd=annotatePeaks.pl hc_IDR_summit.bed hc.fna -gid -gtf hc.gtf -cpu 30)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
12275	X	13941285	13941285	+	0	NA	TTS (V3C99_017998)	mRNA-TTS (V3C99_017998)	1821	V3C99_017998	V3C99_017998	gnl|V3C99|Hcon5G00000000922						protein_coding
13747	III	31276238	31276238	+	0	NA	intron (V3C99_002011, intron 5 of 25)	mRNA-intron (V3C99_002011, intron 5 of 27)	26425	V3C99_002011	V3C99_002011	gnl|V3C99|Hcon5G00000011500						protein_coding
9598	IV	35646287	35646287	+	0	NA	intron (V3C99_008862, intron 2 of 7)	mRNA-intron (V3C99_008862, intron 2 of 7)	4016	V3C99_008862	V3C99_008862	gnl|V3C99|Hcon5G00000004488						protein_coding
3013	I	855597	855597	+	0	NA	Intergenic	Intergenic	-1322	V3C99_003169	V3C99_003169	gnl|V3C99|Hcon5G00000006126						protein_coding
18166	V	29686708	29686708	+	0	NA	Intergenic	Intergenic	-1654	V3C99_015649	V3C99_015649	gnl|V3C99|Hcon5G00000017807						protein_coding
13892	IV	19201280	19201280	+	0	NA	promoter-TSS (V3C99_007937)	mRNA-promoter-TSS (V3C99_007937)	-147	V3C99_007937	V3C99_007937	gnl|V3C99|Hcon5G00000003563						protein_coding
13329	X	24963989	24963989	+	0	NA	TTS (V3C99_018659)	mRNA-TTS (V3C99_018659)	1506	V3C99_018659	V3C99_018659	gnl|V3C99|Hcon5G00000001583						protein_coding
10849	III	44430062	44430062	+	0	NA	intron (V3C99_002998, intron 1 of 10)	mRNA-intron (V3C99_002998, intron 1 of 10)	1153	V3C99_002998	V3C99_002998	gnl|V3C99|Hcon5G00000012487						protein_coding
4885	III	43291492	43291492	+	0	NA	intron (V3C99_002922, intron 7 of 17)	mRNA-intron (V3C99_002922, intron 7 of 17)	3018	V3C99_002922	V3C99_002922	gnl|V3C99|Hcon5G00000012411						protein_coding
14835	III	45187128	45187128	+	0	NA	Intergenic	Intergenic	-4699	V3C99_003057	V3C99_003057	gnl|V3C99|Hcon5G00000012546						protein_coding
9479	IV	40180863	40180863	+	0	NA	Intergenic	Intergenic	-6897	V3C99_009195	V3C99_009195	gnl|V3C99|Hcon5G00000004821						protein_coding
9763	X	4998937	4998937	+	0	NA	intron (V3C99_017408, intron 4 of 39)	mRNA-intron (V3C99_017408, intron 6 of 41)	2648	V3C99_017408	V3C99_017408	gnl|V3C99|Hcon5G00000000332						protein_coding
10140	I	17178956	17178956	+	0	NA	intron (V3C99_004419, intron 12 of 12)	mRNA-intron (V3C99_004419, intron 13 of 14)	5058	V3C99_004420	V3C99_004420	gnl|V3C99|Hcon5G00000007377						protein_coding
11992	X	28925279	28925279	+	0	NA	Intergenic	Intergenic	-1208	V3C99_018873	V3C99_018873	gnl|V3C99|Hcon5G00000001797						protein_coding
2239	IV	5442992	5442992	+	0	NA	Intergenic	Intergenic	-24075	V3C99_006954	V3C99_006954	gnl|V3C99|Hcon5G00000002580						protein_coding
12203	X	4219002	4219002	+	0	NA	Intergenic	Intergenic	-4602	V3C99_017351	V3C99_017351	gnl|V3C99|Hcon5G00000000275						protein_coding
11047	IV	50618348	50618348	+	0	NA	Intergenic	Intergenic	-3911	V3C99_010085	V3C99_010085	gnl|V3C99|Hcon5G00000005711						protein_coding
22416	III	15044839	15044839	+	0	NA	exon (V3C99_000955, exon 1 of 4)	mRNA-exon (V3C99_000955, exon 1 of 4)	-1706	V3C99_000956	V3C99_000956	gnl|V3C99|Hcon5G00000010445						protein_coding
233	I	28766624	28766624	+	0	NA	intron (V3C99_005155, intron 10 of 12)	mRNA-intron (V3C99_005155, intron 11 of 14)	8129	V3C99_005156	V3C99_005156	gnl|V3C99|Hcon5G00000008113						protein_coding
4081	X	8540708	8540708	+	0	NA	exon (V3C99_017656, exon 1 of 8)	mRNA-exon (V3C99_017656, exon 1 of 8)	6383	V3C99_017656	V3C99_017656	gnl|V3C99|Hcon5G00000000580						protein_coding
523	V	38693956	38693956	+	0	NA	Intergenic	Intergenic	-9647	V3C99_016310	V3C99_016310	gnl|V3C99|Hcon5G00000018468						protein_coding
18828	II	11392658	11392658	+	0	NA	Intergenic	Intergenic	-8972	V3C99_011222	V3C99_011222	gnl|V3C99|Hcon5G00000013380						protein_coding
7607	III	40879991	40879991	+	0	NA	intron (V3C99_002731, intron 15 of 24)	mRNA-intron (V3C99_002731, intron 15 of 24)	10593	V3C99_002731	V3C99_002731	gnl|V3C99|Hcon5G00000012220						protein_coding
20692	III	44438354	44438354	+	0	NA	intron (V3C99_002998, intron 3 of 10)	mRNA-intron (V3C99_002998, intron 3 of 10)	9445	V3C99_002998	V3C99_002998	gnl|V3C99|Hcon5G00000012487						protein_coding
5339	II	8257454	8257454	+	0	NA	promoter-TSS (V3C99_010983)	mRNA-promoter-TSS (V3C99_010983)	-173	V3C99_010983	V3C99_010983	gnl|V3C99|Hcon5G00000013141						protein_coding
1537	I	4644715	4644715	+	0	NA	intron (V3C99_003516, intron 1 of 8)	mRNA-intron (V3C99_003516, intron 1 of 8)	2696	V3C99_003516	V3C99_003516	gnl|V3C99|Hcon5G00000006473						protein_coding
16083	II	10491554	10491554	+	0	NA	intron (V3C99_011154, intron 1 of 22)	mRNA-intron (V3C99_011154, intron 2 of 23)	826	V3C99_011154	V3C99_011154	gnl|V3C99|Hcon5G00000013312						protein_coding
898	III	42604051	42604051	+	0	NA	Intergenic	Intergenic	-18142	V3C99_002885	V3C99_002885	gnl|V3C99|Hcon5G00000012374						protein_coding
9477	I	13656686	13656686	+	0	NA	TTS (V3C99_004163)	mRNA-TTS (V3C99_004163)	12488	V3C99_004163	V3C99_004163	gnl|V3C99|Hcon5G00000007120						protein_coding
13567	II	44777027	44777027	+	0	NA	Intergenic	Intergenic	-5367	V3C99_013442	V3C99_013442	gnl|V3C99|Hcon5G00000015600						protein_coding
5845	II	43371054	43371054	+	0	NA	exon (V3C99_013348, exon 9 of 29)	mRNA-exon (V3C99_013348, exon 9 of 29)	3602	V3C99_013348	V3C99_013348	gnl|V3C99|Hcon5G00000015506						protein_coding
13872	I	33438098	33438098	+	0	NA	Intergenic	Intergenic	-14293	V3C99_005449	V3C99_005449	gnl|V3C99|Hcon5G00000008406						protein_coding
11024	X	3262666	3262666	+	0	NA	intron (V3C99_017287, intron 1 of 8)	mRNA-intron (V3C99_017287, intron 1 of 8)	497	V3C99_017287	V3C99_017287	gnl|V3C99|Hcon5G00000000211						protein_coding
11340	II	45492597	45492597	+	0	NA	intron (V3C99_013505, intron 6 of 9)	mRNA-intron (V3C99_013505, intron 6 of 9)	-2732	V3C99_013506	V3C99_013506	gnl|V3C99|Hcon5G00000015664						protein_coding
3863	I	1757046	1757046	+	0	NA	TTS (V3C99_003243)	mRNA-TTS (V3C99_003243)	-3942	V3C99_003246	V3C99_003246	gnl|V3C99|Hcon5G00000006203						protein_coding
15416	V	20577964	20577964	+	0	NA	promoter-TSS (V3C99_015130)	mRNA-promoter-TSS (V3C99_015130)	473	V3C99_015131	V3C99_015131	gnl|V3C99|Hcon5G00000017289						protein_coding
6641	III	8418139	8418139	+	0	NA	intron (V3C99_000540, intron 10 of 12)	mRNA-intron (V3C99_000540, intron 10 of 12)	-4187	V3C99_000541	V3C99_000541	gnl|V3C99|Hcon5G00000010030						protein_coding
1904	I	41827878	41827878	+	0	NA	Intergenic	Intergenic	21353	V3C99_006071	V3C99_006071	gnl|V3C99|Hcon5G00000009028						protein_coding
21620	I	43177115	43177115	+	0	NA	Intergenic	Intergenic	6071	V3C99_006186	V3C99_006186	gnl|V3C99|Hcon5G00000009143						protein_coding
1539	III	15110529	15110529	+	0	NA	Intergenic	Intergenic	-2049	V3C99_000961	V3C99_000961	gnl|V3C99|Hcon5G00000010450						protein_coding
6358	X	11590431	11590431	+	0	NA	intron (V3C99_017844, intron 2 of 7)	mRNA-intron (V3C99_017844, intron 2 of 7)	6273	V3C99_017844	V3C99_017844	gnl|V3C99|Hcon5G00000000768						protein_coding
20672	II	34306551	34306551	+	0	NA	Intergenic	Intergenic	-4096	V3C99_012609	V3C99_012609	gnl|V3C99|Hcon5G00000014767						protein_coding
7609	X	29978514	29978514	+	0	NA	promoter-TSS (V3C99_018936)	mRNA-promoter-TSS (V3C99_018936)	-806	V3C99_018936	V3C99_018936	gnl|V3C99|Hcon5G00000001860						protein_coding
5337	III	10313140	10313140	+	0	NA	Intergenic	Intergenic	-1760	V3C99_000657	V3C99_000657	gnl|V3C99|Hcon5G00000010146						protein_coding
2237	II	47296195	47296195	+	0	NA	Intergenic	Intergenic	8503	V3C99_013660	V3C99_013660	gnl|V3C99|Hcon5G00000015818						protein_coding
11972	V	14155247	14155247	+	0	NA	intron (V3C99_014771, intron 1 of 15)	mRNA-intron (V3C99_014771, intron 5 of 18)	15322	V3C99_014771	V3C99_014771	gnl|V3C99|Hcon5G00000016929						protein_coding
5041	IV	42217409	42217409	+	0	NA	intron (V3C99_009362, intron 1 of 9)	mRNA-intron (V3C99_009362, intron 1 of 9)	4976	V3C99_009362	V3C99_009362	gnl|V3C99|Hcon5G00000004988						protein_coding
3506	V	30695245	30695245	+	0	NA	intron (V3C99_015704, intron 5 of 8)	mRNA-intron (V3C99_015704, intron 5 of 8)	2365	V3C99_015704	V3C99_015704	gnl|V3C99|Hcon5G00000017862						protein_coding
6243	II	47028602	47028602	+	0	NA	Intergenic	Intergenic	-5890	V3C99_013637	V3C99_013637	gnl|V3C99|Hcon5G00000015795						protein_coding
10920	IV	53335229	53335229	+	0	NA	exon (V3C99_010335, exon 7 of 16)	mRNA-exon (V3C99_010335, exon 7 of 16)	-4859	V3C99_010336	V3C99_010336	gnl|V3C99|Hcon5G00000005962						protein_coding
17117	II	1798651	1798651	+	0	NA	exon (V3C99_010534, exon 15 of 20)	mRNA-exon (V3C99_010534, exon 15 of 20)	5098	V3C99_010534	V3C99_010534	gnl|V3C99|Hcon5G00000012692						protein_coding
1069	III	34458376	34458376	+	0	NA	Intergenic	Intergenic	-6676	V3C99_002223	V3C99_002223	gnl|V3C99|Hcon5G00000011712						protein_coding
14657	III	22886263	22886263	+	0	NA	intron (V3C99_001465, intron 1 of 8)	mRNA-intron (V3C99_001465, intron 1 of 8)	247	V3C99_001465	V3C99_001465	gnl|V3C99|Hcon5G00000010954						protein_coding
19939	V	24924434	24924434	+	0	NA	Intergenic	Intergenic	-1350	V3C99_015350	V3C99_015350	gnl|V3C99|Hcon5G00000017508						protein_coding
12120	V	6705175	6705175	+	0	NA	intron (V3C99_014234, intron 11 of 12)	mRNA-intron (V3C99_014234, intron 11 of 12)	-2329	V3C99_014235	V3C99_014235	gnl|V3C99|Hcon5G00000016393						protein_coding
21483	V	38863205	38863205	+	0	NA	promoter-TSS (V3C99_016321)	mRNA-promoter-TSS (V3C99_016321)	-80	V3C99_016321	V3C99_016321	gnl|V3C99|Hcon5G00000018479						protein_coding
11036	I	35369774	35369774	+	0	NA	promoter-TSS (V3C99_005559)	mRNA-promoter-TSS (V3C99_005559)	11	V3C99_005559	V3C99_005559	gnl|V3C99|Hcon5G00000008516						protein_coding
519	II	7419545	7419545	+	0	NA	intron (V3C99_010915, intron 1 of 5)	mRNA-intron (V3C99_010915, intron 1 of 11)	3454	V3C99_010915	V3C99_010915	gnl|V3C99|Hcon5G00000013073						protein_coding
11538	II	33246369	33246369	+	0	NA	promoter-TSS (V3C99_012560)	mRNA-promoter-TSS (V3C99_012560)	-936	V3C99_012560	V3C99_012560	gnl|V3C99|Hcon5G00000014718						protein_coding
12829	V	6338487	6338487	+	0	NA	intron (V3C99_014220, intron 4 of 20)	mRNA-intron (V3C99_014220, intron 5 of 21)	11685	V3C99_014220	V3C99_014220	gnl|V3C99|Hcon5G00000016378						protein_coding
18643	IV	24290706	24290706	+	0	NA	Intergenic	Intergenic	-42788	V3C99_008210	V3C99_008210	gnl|V3C99|Hcon5G00000003836						protein_coding
13676	V	5045914	5045914	+	0	NA	TTS (V3C99_014107)	mRNA-TTS (V3C99_014107)	5267	V3C99_014107	V3C99_014107	gnl|V3C99|Hcon5G00000016265						protein_coding
14451	II	34893495	34893495	+	0	NA	intron (V3C99_012642, intron 2 of 33)	mRNA-intron (V3C99_012642, intron 2 of 33)	2751	V3C99_012642	V3C99_012642	gnl|V3C99|Hcon5G00000014800						protein_coding
5723	IV	18425824	18425824	+	0	NA	Intergenic	Intergenic	-6576	V3C99_007893	V3C99_007893	gnl|V3C99|Hcon5G00000003519						protein_coding
2199	I	47058104	47058104	+	0	NA	intron (V3C99_006469, intron 3 of 3)	mRNA-intron (V3C99_006469, intron 3 of 3)	-7453	V3C99_006469	V3C99_006469	gnl|V3C99|Hcon5G00000009426						protein_coding
17914	II	37489901	37489901	+	0	NA	intron (V3C99_012818, intron 5 of 13)	mRNA-intron (V3C99_012818, intron 6 of 15)	7805	V3C99_012818	V3C99_012818	gnl|V3C99|Hcon5G00000014976						protein_coding
12392	IV	53299388	53299388	+	0	NA	intron (V3C99_010332, intron 3 of 7)	mRNA-intron (V3C99_010332, intron 3 of 7)	8923	V3C99_010332	V3C99_010332	gnl|V3C99|Hcon5G00000005958						protein_coding
8859	X	18925364	18925364	+	0	NA	Intergenic	Intergenic	2700	V3C99_018300	V3C99_018300	gnl|V3C99|Hcon5G00000001224						protein_coding
11253	I	4014974	4014974	+	0	NA	exon (V3C99_003459, exon 2 of 5)	mRNA-exon (V3C99_003459, exon 2 of 5)	-7083	V3C99_003459	V3C99_003459	gnl|V3C99|Hcon5G00000006416						protein_coding
5289	I	5815267	5815267	+	0	NA	Intergenic	Intergenic	-1295	V3C99_003601	V3C99_003601	gnl|V3C99|Hcon5G00000006558						protein_coding
8415	I	44063509	44063509	+	0	NA	Intergenic	Intergenic	-1699	V3C99_006271	V3C99_006271	gnl|V3C99|Hcon5G00000009228						protein_coding
8504	II	46320060	46320060	+	0	NA	intron (V3C99_013580, intron 4 of 18)	mRNA-intron (V3C99_013580, intron 4 of 18)	-21926	V3C99_013579	V3C99_013579	gnl|V3C99|Hcon5G00000015737						protein_coding
8761	III	22166935	22166935	+	0	NA	Intergenic	Intergenic	-1974	V3C99_001411	V3C99_001411	gnl|V3C99|Hcon5G00000010900						protein_coding
538	III	27888333	27888333	+	0	NA	intron (V3C99_001772, intron 2 of 25)	mRNA-intron (V3C99_001772, intron 2 of 25)	8976	V3C99_001772	V3C99_001772	gnl|V3C99|Hcon5G00000011261						protein_coding
7322	III	36356712	36356712	+	0	NA	intron (V3C99_002368, intron 16 of 35)	mRNA-intron (V3C99_002368, intron 16 of 35)	-13125	V3C99_002370	V3C99_002370	gnl|V3C99|Hcon5G00000011859						protein_coding
8939	I	8938707	8938707	+	0	NA	intron (V3C99_003815, intron 11 of 31)	mRNA-intron (V3C99_003815, intron 11 of 32)	47124	V3C99_003814	V3C99_003814	gnl|V3C99|Hcon5G00000006771						protein_coding
20876	X	20795253	20795253	+	0	NA	promoter-TSS (V3C99_018390)	mRNA-promoter-TSS (V3C99_018390)	666	V3C99_018389	V3C99_018389	gnl|V3C99|Hcon5G00000001313						protein_coding
4247	II	8370826	8370826	+	0	NA	exon (V3C99_010999, exon 2 of 2)	mRNA-exon (V3C99_010999, exon 2 of 2)	177	V3C99_010999	V3C99_010999	gnl|V3C99|Hcon5G00000013157						protein_coding
228	I	9418477	9418477	+	0	NA	intron (V3C99_003846, intron 2 of 2)	mRNA-intron (V3C99_003846, intron 2 of 2)	2181	V3C99_003846	V3C99_003846	gnl|V3C99|Hcon5G00000006803						protein_coding
1755	V	19162494	19162494	+	0	NA	exon (V3C99_015070, exon 1 of 1)	mRNA-exon (V3C99_015070, exon 1 of 1)	402	V3C99_015070	V3C99_015070	gnl|V3C99|Hcon5G00000017228						protein_coding
19778	I	37187261	37187261	+	0	NA	intron (V3C99_005701, intron 3 of 6)	mRNA-intron (V3C99_005701, intron 3 of 6)	3578	V3C99_005701	V3C99_005701	gnl|V3C99|Hcon5G00000008658						protein_coding
16321	III	5462583	5462583	+	0	NA	intron (V3C99_000351, intron 1 of 4)	mRNA-intron (V3C99_000351, intron 2 of 5)	112	V3C99_000351	V3C99_000351	gnl|V3C99|Hcon5G00000009840						protein_coding
2389	I	21263476	21263476	+	0	NA	intron (V3C99_004682, intron 8 of 8)	mRNA-intron (V3C99_004682, intron 8 of 8)	11532	V3C99_004682	V3C99_004682	gnl|V3C99|Hcon5G00000007639						protein_coding
15210	III	39677206	39677206	+	0	NA	intron (V3C99_002632, intron 1 of 12)	mRNA-intron (V3C99_002632, intron 1 of 12)	11147	V3C99_002636	V3C99_002636	gnl|V3C99|Hcon5G00000012125						protein_coding
13696	IV	53469380	53469380	+	0	NA	Intergenic	Intergenic	-3943	V3C99_010348	V3C99_010348	gnl|V3C99|Hcon5G00000005974						protein_coding
12372	II	38091934	38091934	+	0	NA	TTS (V3C99_012880)	mRNA-TTS (V3C99_012880)	-2843	V3C99_012879	V3C99_012879	gnl|V3C99|Hcon5G00000015037						protein_coding
2197	V	32662825	32662825	+	0	NA	Intergenic	Intergenic	-3427	V3C99_015842	V3C99_015842	gnl|V3C99|Hcon5G00000018000						protein_coding
1067	V	8875390	8875390	+	0	NA	promoter-TSS (V3C99_014417)	mRNA-promoter-TSS (V3C99_014417)	-213	V3C99_014417	V3C99_014417	gnl|V3C99|Hcon5G00000016575						protein_coding
17031	II	34280398	34280398	+	0	NA	Intergenic	Intergenic	6806	V3C99_012607	V3C99_012607	gnl|V3C99|Hcon5G00000014765						protein_coding
12940	III	13632651	13632651	+	0	NA	Intergenic	Intergenic	-25674	V3C99_000856	V3C99_000856	gnl|V3C99|Hcon5G00000010345						protein_coding
13185	III	29931413	29931413	+	0	NA	Intergenic	Intergenic	-2116	V3C99_001923	V3C99_001923	gnl|V3C99|Hcon5G00000011412						protein_coding
2387	II	40423008	40423008	+	0	NA	intron (V3C99_013087, intron 1 of 18)	mRNA-intron (V3C99_013087, intron 1 of 18)	11205	V3C99_013088	V3C99_013088	gnl|V3C99|Hcon5G00000015246						protein_coding
19798	I	42438672	42438672	+	0	NA	intron (V3C99_006108, intron 1 of 16)	mRNA-intron (V3C99_006108, intron 1 of 16)	2666	V3C99_006109	V3C99_006109	gnl|V3C99|Hcon5G00000009066						protein_coding
22210	V	48817945	48817945	+	0	NA	Intergenic	Intergenic	-13199	V3C99_017051	V3C99_017051	gnl|V3C99|Hcon5G00000019209						protein_coding
434	I	10754265	10754265	+	0	NA	exon (V3C99_003955, exon 8 of 9)	mRNA-exon (V3C99_003955, exon 8 of 9)	2618	V3C99_003955	V3C99_003955	gnl|V3C99|Hcon5G00000006912						protein_coding
6370	IV	50363600	50363600	+	0	NA	intron (V3C99_010068, intron 6 of 18)	mRNA-intron (V3C99_010068, intron 2 of 14)	-11860	V3C99_010069	V3C99_010069	gnl|V3C99|Hcon5G00000005695						protein_coding
8857	III	38368026	38368026	+	0	NA	intron (V3C99_002537, intron 2 of 19)	mRNA-intron (V3C99_002537, intron 2 of 19)	4488	V3C99_002537	V3C99_002537	gnl|V3C99|Hcon5G00000012026						protein_coding
5287	III	25087462	25087462	+	0	NA	promoter-TSS (V3C99_001602)	mRNA-promoter-TSS (V3C99_001602)	-229	V3C99_001602	V3C99_001602	gnl|V3C99|Hcon5G00000011091						protein_coding
9144	V	10982616	10982616	+	0	NA	exon (V3C99_014586, exon 1 of 1)	mRNA-exon (V3C99_014586, exon 1 of 1)	101	V3C99_014586	V3C99_014586	gnl|V3C99|Hcon5G00000016744						protein_coding
8937	V	3828508	3828508	+	0	NA	exon (V3C99_014013, exon 4 of 4)	mRNA-exon (V3C99_014013, exon 4 of 4)	553	V3C99_014013	V3C99_014013	gnl|V3C99|Hcon5G00000016171						protein_coding
20896	IV	36920936	36920936	+	0	NA	intron (V3C99_008957, intron 4 of 18)	mRNA-intron (V3C99_008957, intron 5 of 18)	-5114	V3C99_008957	V3C99_008957	gnl|V3C99|Hcon5G00000004583						protein_coding
4249	I	47866667	47866667	+	0	NA	intron (V3C99_006506, intron 2 of 11)	mRNA-intron (V3C99_006506, intron 2 of 11)	3866	V3C99_006506	V3C99_006506	gnl|V3C99|Hcon5G00000009463						protein_coding
158	IV	45546424	45546424	+	0	NA	Intergenic	Intergenic	-2104	V3C99_009631	V3C99_009631	gnl|V3C99|Hcon5G00000005257						protein_coding
22746	IV	33287912	33287912	+	0	NA	intron (V3C99_008710, intron 2 of 2)	mRNA-intron (V3C99_008710, intron 2 of 2)	2108	V3C99_008710	V3C99_008710	gnl|V3C99|Hcon5G00000004336						protein_coding
18778	IV	754782	754782	+	0	NA	intron (V3C99_006575, intron 2 of 18)	mRNA-intron (V3C99_006575, intron 2 of 18)	-5312	V3C99_006575	V3C99_006575	gnl|V3C99|Hcon5G00000002201						protein_coding
10801	II	10908803	10908803	+	0	NA	intron (V3C99_011188, intron 1 of 14)	mRNA-intron (V3C99_011188, intron 1 of 14)	2751	V3C99_011188	V3C99_011188	gnl|V3C99|Hcon5G00000013346						protein_coding
16521	IV	24003901	24003901	+	0	NA	intron (V3C99_008197, intron 2 of 16)	mRNA-intron (V3C99_008197, intron 2 of 16)	-2330	V3C99_008197	V3C99_008197	gnl|V3C99|Hcon5G00000003823						protein_coding
1735	I	5682144	5682144	+	0	NA	Intergenic	Intergenic	-3403	V3C99_003590	V3C99_003590	gnl|V3C99|Hcon5G00000006547						protein_coding
8839	IV	20714192	20714192	+	0	NA	Intergenic	Intergenic	-2361	V3C99_008034	V3C99_008034	gnl|V3C99|Hcon5G00000003660						protein_coding
8959	II	21658663	21658663	+	0	NA	TTS (V3C99_011919)	mRNA-TTS (V3C99_011919)	3575	V3C99_011919	V3C99_011919	gnl|V3C99|Hcon5G00000014077						protein_coding
11338	III	5738086	5738086	+	0	NA	promoter-TSS (V3C99_000378)	mRNA-promoter-TSS (V3C99_000378)	-463	V3C99_000378	V3C99_000378	gnl|V3C99|Hcon5G00000009867						protein_coding
12592	II	3306454	3306454	+	0	NA	TTS (V3C99_010625)	mRNA-TTS (V3C99_010625)	3562	V3C99_010625	V3C99_010625	gnl|V3C99|Hcon5G00000012783						protein_coding
19643	IV	30495848	30495848	+	0	NA	intron (V3C99_008537, intron 6 of 9)	mRNA-intron (V3C99_008537, intron 6 of 9)	12449	V3C99_008537	V3C99_008537	gnl|V3C99|Hcon5G00000004163						protein_coding
76	II	36744488	36744488	+	0	NA	promoter-TSS (V3C99_012759)	mRNA-promoter-TSS (V3C99_012759)	-123	V3C99_012759	V3C99_012759	gnl|V3C99|Hcon5G00000014917						protein_coding
14485	III	9791020	9791020	+	0	NA	Intergenic	Intergenic	-2365	V3C99_000622	V3C99_000622	gnl|V3C99|Hcon5G00000010111						protein_coding
441	IV	39483752	39483752	+	0	NA	promoter-TSS (V3C99_009155)	mRNA-promoter-TSS (V3C99_009155)	-231	V3C99_009155	V3C99_009155	gnl|V3C99|Hcon5G00000004781						protein_coding
1790	V	20699024	20699024	+	0	NA	exon (V3C99_015139, exon 1 of 8)	mRNA-exon (V3C99_015139, exon 1 of 8)	-1441	V3C99_015139	V3C99_015139	gnl|V3C99|Hcon5G00000017297						protein_coding
4796	I	2064763	2064763	+	0	NA	intron (V3C99_003274, intron 5 of 19)	mRNA-intron (V3C99_003274, intron 2 of 19)	9878	V3C99_003274	V3C99_003274	gnl|V3C99|Hcon5G00000006231						protein_coding
18939	IV	1477674	1477674	+	0	NA	intron (V3C99_006633, intron 20 of 51)	mRNA-intron (V3C99_006633, intron 20 of 51)	8754	V3C99_006633	V3C99_006633	gnl|V3C99|Hcon5G00000002259						protein_coding
8837	III	27615874	27615874	+	0	NA	Intergenic	Intergenic	-6910	V3C99_001748	V3C99_001748	gnl|V3C99|Hcon5G00000011237						protein_coding
1424	X	4767533	4767533	+	0	NA	intron (V3C99_017397, intron 2 of 9)	mRNA-intron (V3C99_017397, intron 2 of 9)	5607	V3C99_017397	V3C99_017397	gnl|V3C99|Hcon5G00000000321						protein_coding
3321	X	1176023	1176023	+	0	NA	exon (V3C99_017129, exon 3 of 3)	mRNA-exon (V3C99_017129, exon 3 of 3)	2258	V3C99_017129	V3C99_017129	gnl|V3C99|Hcon5G00000000053						protein_coding
6288	III	4319082	4319082	+	0	NA	promoter-TSS (V3C99_000267)	mRNA-promoter-TSS (V3C99_000267)	-182	V3C99_000267	V3C99_000267	gnl|V3C99|Hcon5G00000009756						protein_coding
20734	V	37001039	37001039	+	0	NA	promoter-TSS (V3C99_016166)	mRNA-promoter-TSS (V3C99_016166)	-530	V3C99_016166	V3C99_016166	gnl|V3C99|Hcon5G00000018324						protein_coding
6674	III	12458186	12458186	+	0	NA	TTS (V3C99_000790)	mRNA-TTS (V3C99_000790)	-1866	V3C99_000789	V3C99_000789	gnl|V3C99|Hcon5G00000010278						protein_coding
8957	II	17958107	17958107	+	0	NA	promoter-TSS (V3C99_011631)	mRNA-promoter-TSS (V3C99_011631)	221	V3C99_011630	V3C99_011630	gnl|V3C99|Hcon5G00000013788						protein_coding
15746	I	27869198	27869198	+	0	NA	intron (V3C99_005086, intron 6 of 33)	mRNA-intron (V3C99_005086, intron 6 of 33)	2865	V3C99_005086	V3C99_005086	gnl|V3C99|Hcon5G00000008043						protein_coding
13151	II	27313845	27313845	+	0	NA	intron (V3C99_012204, intron 14 of 16)	mRNA-intron (V3C99_012204, intron 14 of 16)	5011	V3C99_012204	V3C99_012204	gnl|V3C99|Hcon5G00000014362						protein_coding
2491	X	3659880	3659880	+	0	NA	intron (V3C99_017316, intron 2 of 12)	mRNA-intron (V3C99_017316, intron 2 of 12)	13618	V3C99_017316	V3C99_017316	gnl|V3C99|Hcon5G00000000240						protein_coding
18798	IV	41349977	41349977	+	0	NA	intron (V3C99_009289, intron 7 of 12)	mRNA-intron (V3C99_009289, intron 7 of 21)	4215	V3C99_009289	V3C99_009289	gnl|V3C99|Hcon5G00000004915						protein_coding
5074	V	30826478	30826478	+	0	NA	Intergenic	Intergenic	-4573	V3C99_015713	V3C99_015713	gnl|V3C99|Hcon5G00000017871						protein_coding
10138	III	25807667	25807667	+	0	NA	intron (V3C99_001644, intron 1 of 3)	mRNA-intron (V3C99_001643, intron 2 of 11)	360	V3C99_001644	V3C99_001644	gnl|V3C99|Hcon5G00000011133						protein_coding
8345	V	4642590	4642590	+	0	NA	promoter-TSS (V3C99_014081)	mRNA-promoter-TSS (V3C99_014081)	-244	V3C99_014081	V3C99_014081	gnl|V3C99|Hcon5G00000016239						protein_coding
13722	IV	54443644	54443644	+	0	NA	Intergenic	Intergenic	-7968	V3C99_010428	V3C99_010428	gnl|V3C99|Hcon5G00000006054						protein_coding
8173	II	42181570	42181570	+	0	NA	Intergenic	Intergenic	-1773	V3C99_013245	V3C99_013245	gnl|V3C99|Hcon5G00000015403						protein_coding
12867	IV	37928542	37928542	+	0	NA	intron (V3C99_009037, intron 15 of 18)	mRNA-intron (V3C99_009037, intron 15 of 18)	-12879	V3C99_009039	V3C99_009039	gnl|V3C99|Hcon5G00000004665						protein_coding
11763	X	19336828	19336828	+	0	NA	intron (V3C99_018312, intron 3 of 6)	mRNA-intron (V3C99_018312, intron 4 of 7)	40585	V3C99_018312	V3C99_018312	gnl|V3C99|Hcon5G00000001236						protein_coding
1668	IV	20442812	20442812	+	0	NA	TTS (V3C99_008015)	mRNA-TTS (V3C99_008015)	-5856	V3C99_008014	V3C99_008014	gnl|V3C99|Hcon5G00000003640						protein_coding
